Time(sec)	Force(kgf)	LGauge(mm)	Strain	Stress(MPa)	Stroke(mm)	TC3(C)	PTemp
131.23177	-189.91	0.2923	0.019299	-24.183	0.15169	657.53	657.89
131.33177	-190.02	0.29243	0.019314	-24.194	0.15226	657.87	658.37
131.43177	-190.03	0.29272	0.019331	-24.204	0.15199	658.36	658.85
131.53177	-190.34	0.29288	0.01934	-24.225	0.15343	658.94	659.33
131.63177	-190.07	0.29269	0.019325	-24.19	0.15157	659.59	659.8
131.73177	-189.97	0.29316	0.019358	-24.187	0.15312	660.01	660.28
131.83177	-190.29	0.29295	0.019346	-24.23	0.1529	660.57	660.76
131.93177	-190.01	0.29326	0.019365	-24.202	0.15279	661.01	661.24
132.03177	-190	0.29295	0.019346	-24.203	0.15227	661.5	661.72
132.13177	-189.73	0.29322	0.019362	-24.183	0.15331	661.9	662.2
132.23177	-189.88	0.29332	0.01937	-24.182	0.15287	662.55	662.68
132.33177	-190.02	0.29358	0.019384	-24.19	0.15468	662.88	663.15
132.43177	-189.85	0.29353	0.019382	-24.169	0.1514	663.3	663.63
132.53177	-189.92	0.29329	0.019367	-24.174	0.15124	663.95	664.11
132.63177	-190.01	0.29403	0.019415	-24.183	0.15062	664.37	664.59
132.73177	-190.02	0.29361	0.019388	-24.189	0.15053	664.93	665.07
132.83177	-190.07	0.29399	0.019411	-24.2	0.15355	665.51	665.55
132.93177	-190.45	0.29389	0.019403	-24.241	0.15157	665.97	666.03
133.03177	-190.36	0.29362	0.019384	-24.221	0.15243	666.39	666.5
133.13177	-190.5	0.29427	0.019429	-24.24	0.15438	666.88	666.98
133.23177	-190.78	0.29385	0.0194	-24.285	0.15343	667.45	667.46
133.33177	-190.5	0.29453	0.019443	-24.251	0.15121	667.85	667.94
133.43177	-190.47	0.29403	0.019411	-24.248	0.15172	668.39	668.42
133.53177	-190.7	0.29427	0.019426	-24.276	0.15113	668.91	668.9
133.63177	-190.76	0.29443	0.01944	-24.289	0.15028	669.23	669.38
133.73177	-190.67	0.29424	0.019427	-24.268	0.15145	669.87	669.85
133.83177	-190.83	0.29499	0.019472	-24.296	0.15172	670.36	670.33
133.93177	-190.73	0.29467	0.019454	-24.293	0.15143	670.82	670.81
134.03177	-190.53	0.29469	0.019456	-24.263	0.15067	671.35	671.29
134.13177	-190.7	0.29508	0.019479	-24.275	0.15137	671.86	671.77
134.23177	-190.57	0.2946	0.019448	-24.267	0.15222	672.29	672.25
134.33176	-190.71	0.29518	0.019496	-24.275	0.15104	672.85	672.73
134.43176	-190.66	0.29522	0.019493	-24.295	0.15131	673.52	673.2
134.53176	-190.37	0.2948	0.019461	-24.227	0.15173	673.97	673.68
134.63176	-190.55	0.29529	0.019497	-24.257	0.15195	674.47	674.16
134.73176	-190.28	0.29508	0.019483	-24.239	0.15075	674.82	674.64
134.83176	-190.46	0.29529	0.019499	-24.247	0.15119	675.24	675.12
134.93176	-190.35	0.2952	0.019489	-24.245	0.15117	675.72	675.6
135.03176	-190.62	0.29502	0.01948	-24.273	0.15089	676.14	676.08
135.13176	-190.59	0.29522	0.019487	-24.261	0.15024	676.66	676.55
135.23176	-190.48	0.29505	0.019479	-24.244	0.1489	677.09	677.03
135.33176	-190.58	0.29521	0.019491	-24.274	0.15048	677.51	677.51
135.43176	-190.82	0.29501	0.019482	-24.282	0.1518	677.93	677.99
135.53176	-190.73	0.29526	0.019495	-24.279	0.14998	678.39	678.47
135.63176	-190.75	0.29492	0.01947	-24.281	0.15222	678.93	678.95
135.73176	-190.83	0.2949	0.019475	-24.297	0.15194	679.46	679.42
135.83176	-190.78	0.29535	0.0195	-24.293	0.15102	679.94	679.9
135.93176	-191	0.29489	0.01947	-24.32	0.153	680.33	680.38
136.03176	-191.09	0.29538	0.0195	-24.34	0.14945	680.83	680.86
136.13176	-191.07	0.29482	0.019462	-24.334	0.15151	681.23	681.34
136.23176	-191.32	0.29537	0.019499	-24.358	0.14987	681.67	681.82
136.33176	-191.49	0.29484	0.019462	-24.384	0.15054	682.2	682.3
136.43176	-191.7	0.29548	0.019507	-24.398	0.15179	682.65	682.78
136.53176	-191.72	0.29508	0.019483	-24.41	0.15093	683.1	683.25
136.63176	-191.86	0.29568	0.019513	-24.423	0.15175	683.56	683.73
136.73176	-192.14	0.29506	0.019479	-24.461	0.1513	684.03	684.21
136.83176	-191.95	0.29568	0.019519	-24.439	0.14871	684.48	684.69
136.93176	-192.24	0.29516	0.019484	-24.471	0.15244	684.78	685.17
137.03176	-191.95	0.296	0.019538	-24.446	0.15178	685.25	685.65
137.13176	-192.51	0.29555	0.019507	-24.523	0.14982	685.71	686.13
137.23176	-192.55	0.29616	0.019553	-24.513	0.14939	686.14	686.6
137.33176	-192.08	0.2963	0.019557	-24.455	0.14978	686.88	687.08
137.43176	-192.09	0.29577	0.019517	-24.458	0.14902	687.25	687.56
137.53176	-191.7	0.29658	0.019578	-24.408	0.14838	687.7	688.04
137.63176	-191.11	0.29608	0.019544	-24.342	0.15016	688.17	688.52
137.73176	-191.3	0.29675	0.019589	-24.36	0.14909	688.66	689
137.83176	-191.21	0.29627	0.019557	-24.355	0.15267	689.14	689.48
137.93176	-191.17	0.29679	0.019594	-24.343	0.14847	689.57	689.95
138.03176	-191.16	0.29634	0.019565	-24.342	0.1501	690.03	690.43
138.13176	-191.09	0.29686	0.019598	-24.329	0.15102	690.47	690.91
138.23176	-191.31	0.29651	0.019574	-24.355	0.15254	690.92	691.39
138.33176	-191.21	0.29679	0.01959	-24.353	0.15058	691.56	691.87
138.4101	-191.17	0.29699	0.019606	-24.342	0.15312	691.87	692.24
138.5101	-191.24	0.29684	0.019593	-24.337	0.15238	692.38	692.72
138.6101	-191.11	0.29712	0.019611	-24.331	0.15338	692.85	693.2
138.7101	-191.31	0.2968	0.019592	-24.352	0.15117	693.43	693.68
138.8101	-191.32	0.29697	0.019606	-24.356	0.15113	693.9	694.16
138.9101	-191.14	0.29717	0.019618	-24.327	0.15328	694.2	694.64
139.0101	-191.69	0.29671	0.019588	-24.402	0.15153	694.67	695.11
139.1101	-191.47	0.29717	0.019617	-24.37	0.15341	695.19	695.59
139.2101	-191.45	0.29672	0.019592	-24.373	0.15423	695.69	696.07
139.3101	-191.19	0.29667	0.019585	-24.364	0.15255	696.31	696.55
139.4101	-191.45	0.29712	0.019615	-24.38	0.15078	696.83	697.03
139.5101	-191.09	0.29656	0.01958	-24.337	0.15205	697.32	697.51
139.6101	-190.85	0.29706	0.019613	-24.301	0.15137	697.76	697.99
139.7101	-191.14	0.29656	0.01958	-24.334	0.15252	698.03	698.46
139.8101	-191.29	0.29689	0.019599	-24.348	0.1514	698.52	698.94
139.9101	-191.27	0.297	0.019611	-24.348	0.15378	698.98	699.42
140.0101	-191.25	0.29644	0.019571	-24.347	0.15322	699.53	699.9
140.1101	-181.83	0.29802	0.019669	-23.156	0.15283	699.92	700.4
140.2101	-125.58	0.30662	0.020233	-16.005	0.15478	700.34	700.9
140.3101	-97.193	0.31248	0.020613	-12.379	0.15399	700.92	701.4
140.4101	-90.351	0.31502	0.020781	-11.517	0.15149	701.29	701.9
140.5101	-89.521	0.31523	0.020792	-11.417	0.15163	701.64	702.4
140.6101	-89.473	0.3164	0.020871	-11.406	0.15375	702.34	702.9
140.7101	-89.06	0.31615	0.020854	-11.354	0.15491	702.83	703.4
140.8101	-89.23	0.31708	0.020917	-11.378	0.15263	703.04	703.9
140.9101	-89.656	0.31727	0.020927	-11.428	0.15317	703.44	704.4
141.0101	-89.505	0.31784	0.020968	-11.415	0.15243	704.07	704.9
141.1101	-89.584	0.31855	0.021012	-11.434	0.15227	704.49	705.4
141.2101	-89.513	0.31877	0.021027	-11.411	0.15491	704.72	705.9
141.3101	-89.649	0.31947	0.021073	-11.431	0.15323	705.26	706.4
141.4101	-89.262	0.31956	0.021078	-11.381	0.15356	705.73	706.9
141.5101	-89.362	0.32027	0.021126	-11.387	0.15358	706.13	707.4
141.6101	-89.565	0.32047	0.021139	-11.418	0.15234	706.59	707.9
141.7101	-89.397	0.32095	0.02117	-11.409	0.15402	707.1	708.4
141.8101	-89.647	0.32146	0.021207	-11.442	0.15116	707.53	708.9
141.9101	-89.488	0.32136	0.021197	-11.419	0.15309	707.9	709.4
142.0101	-89.426	0.32237	0.021262	-11.413	0.15234	708.35	709.9
142.1101	-89.351	0.32233	0.021261	-11.403	0.15342	708.87	710.4
142.2101	-89.609	0.32288	0.021298	-11.417	0.15246	709.34	710.9
142.3101	-89.591	0.32341	0.02133	-11.414	0.15196	709.76	711.4
142.4101	-89.761	0.32315	0.021317	-11.431	0.15207	710.3	711.9
142.5101	-89.952	0.32399	0.021372	-11.454	0.15274	710.92	712.4
142.6101	-90.056	0.3239	0.021372	-11.479	0.15181	711.38	712.9
142.7101	-90.002	0.32436	0.021396	-11.482	0.15214	711.71	713.4
142.8101	-89.586	0.32442	0.021402	-11.443	0.15081	712.17	713.9
142.9101	-89.773	0.32483	0.021427	-11.459	0.15306	712.63	714.4
143.0101	-89.806	0.32472	0.021421	-11.463	0.15206	713.13	714.9
143.1101	-89.399	0.32485	0.021427	-11.423	0.15209	713.64	715.4
143.2101	-89.713	0.32578	0.021485	-11.456	0.15286	714.2	715.9
143.3101	-89.421	0.32522	0.021449	-11.42	0.15424	714.63	716.4
143.4101	-89.508	0.32596	0.021497	-11.425	0.15193	714.95	716.9
143.5101	-89.602	0.32543	0.021468	-11.434	0.15291	715.42	717.4
143.6101	-89.512	0.32556	0.021476	-11.432	0.15005	716.11	717.9
143.71009	-89.566	0.32629	0.02152	-11.428	0.1522	716.66	718.4
143.81009	-89.592	0.32574	0.021483	-11.42	0.14948	717.13	718.9
143.91009	-89.725	0.32626	0.021518	-11.442	0.15079	717.73	719.4
144.01009	-89.228	0.32652	0.021538	-11.373	0.15153	718.3	719.9
144.11009	-89.582	0.32568	0.021483	-11.411	0.15245	718.72	720.4
144.21009	-89.783	0.3266	0.021545	-11.45	0.15441	719.17	720.9
144.31009	-89.779	0.32612	0.021504	-11.457	0.15054	719.69	721.4
144.41009	-89.751	0.326	0.021496	-11.456	0.1523	720.15	721.9
144.51009	-89.82	0.32677	0.021547	-11.464	0.15161	720.69	722.4
144.61009	-89.99	0.326	0.021498	-11.487	0.1517	721.23	722.9
144.71009	-90.043	0.32656	0.021537	-11.479	0.15027	721.65	723.4
144.81009	-90.065	0.32665	0.021542	-11.489	0.15343	722.25	723.9
144.91009	-90.208	0.32618	0.021507	-11.514	0.15269	722.95	724.4
145.01009	-90.489	0.32599	0.021497	-11.552	0.15019	723.45	724.9
145.11009	-90.337	0.32666	0.021544	-11.529	0.15049	723.99	725.4
145.21009	-90.321	0.32674	0.021546	-11.534	0.15112	724.57	725.9
145.31009	-90.617	0.32631	0.021519	-11.562	0.14982	725.05	726.4
145.41009	-90.76	0.32675	0.021548	-11.584	0.15094	725.53	726.9
145.51009	-90.759	0.32649	0.021533	-11.582	0.15069	726.08	727.4
145.61009	-90.834	0.32636	0.021528	-11.589	0.15058	726.57	727.9
145.71009	-91.452	0.32684	0.021559	-11.673	0.14856	727.13	728.4
145.81009	-91.344	0.3268	0.021555	-11.648	0.14916	727.67	728.9
145.91009	-91.014	0.32633	0.021529	-11.602	0.15042	728.15	729.4
146.01009	-90.648	0.32688	0.02156	-11.567	0.15138	728.75	729.9
146.11009	-90.408	0.32729	0.021591	-11.514	0.14984	729.29	730.4
146.21009	-90.247	0.32704	0.021573	-11.488	0.14991	729.74	730.9
146.31009	-90.074	0.32702	0.02157	-11.473	0.15286	730.18	731.4
146.41009	-90.728	0.32707	0.021575	-11.558	0.15249	730.79	731.9
146.51009	-90.437	0.32764	0.021613	-11.519	0.14857	731.36	732.4
146.61009	-90.264	0.32722	0.021587	-11.506	0.14934	731.86	732.9
146.71009	-90.554	0.32684	0.021567	-11.561	0.14938	732.34	733.4
146.81009	-90.231	0.32764	0.02161	-11.522	0.15096	732.85	733.9
146.91009	-90.261	0.32754	0.021606	-11.518	0.14966	733.44	734.4
147.01009	-89.917	0.32724	0.021589	-11.483	0.1508	733.81	734.9
147.11009	-90.17	0.32686	0.021561	-11.517	0.15022	734.25	735.4
147.21009	-90.027	0.32759	0.021611	-11.499	0.14969	734.71	735.9
147.31009	-90.025	0.32741	0.021598	-11.504	0.14946	735.21	736.4
147.41009	-89.799	0.32687	0.021563	-11.468	0.1516	735.55	736.9
147.51009	-89.803	0.32694	0.021569	-11.458	0.15187	736.09	737.4
147.61009	-89.629	0.32757	0.021607	-11.435	0.15	736.76	737.9
147.71009	-89.174	0.32752	0.021606	-11.382	0.15095	737.24	738.4
147.81009	-89.178	0.3267	0.021551	-11.379	0.15135	737.69	738.9
147.91009	-88.706	0.32749	0.021599	-11.315	0.14841	738.1	739.4
148.01009	-88.408	0.32761	0.021608	-11.279	0.15025	738.8	739.9
148.11009	-88.082	0.32735	0.021592	-11.239	0.14943	739.24	740.4
148.21009	-87.51	0.32675	0.021554	-11.158	0.14948	739.75	740.9
148.31009	-87.063	0.3268	0.021555	-11.11	0.14924	740.27	741.4
148.41009	-86.662	0.32755	0.021606	-11.059	0.15162	740.66	741.9
148.51009	-86.286	0.32749	0.021601	-11.008	0.15184	741.24	742.4
148.61009	-85.521	0.32681	0.021557	-10.909	0.15004	741.62	742.9
148.71009	-84.92	0.32665	0.021545	-10.829	0.1502	742.22	743.4
148.81009	-84.482	0.32742	0.021597	-10.778	0.15077	742.62	743.9
148.91009	-83.767	0.32731	0.02159	-10.684	0.15015	743.09	744.4
149.01009	-82.95	0.3269	0.021557	-10.578	0.14969	743.61	744.9
149.11009	-82.818	0.32681	0.021552	-10.573	0.14986	744.08	745.4
149.21009	-82.285	0.32736	0.021588	-10.508	0.14906	744.56	745.9
149.31009	-81.454	0.32697	0.021563	-10.403	0.14942	744.88	746.4
149.41009	-80.875	0.32674	0.02155	-10.324	0.14815	745.29	746.9
149.51009	-80.262	0.32684	0.021557	-10.249	0.15022	745.89	747.4
149.61009	-80.048	0.32721	0.021582	-10.209	0.15039	746.24	747.9
149.71009	-79.406	0.32689	0.02156	-10.136	0.14791	746.63	748.4
149.81009	-79.092	0.32681	0.02155	-10.087	0.15054	746.92	748.9
149.91009	-79.201	0.3274	0.021598	-10.106	0.15036	747.19	749.4
150.01009	-78.883	0.32701	0.021564	-10.069	0.14933	747.53	749.9
150.11009	-78.879	0.32702	0.021566	-10.079	0.14757	747.92	750.4
150.21009	-79.032	0.32736	0.021594	-10.091	0.15007	748.26	750.9
150.31009	-79.134	0.32693	0.021561	-10.089	0.14955	748.53	751.4
150.41009	-79.293	0.32727	0.021585	-10.122	0.15004	748.89	751.9
150.51009	-79.632	0.32747	0.021597	-10.161	0.14919	749.17	752.4
150.61009	-80.154	0.32712	0.021574	-10.239	0.14672	749.45	752.9
150.71009	-80.146	0.32719	0.021583	-10.22	0.15083	749.63	753.4
150.81009	-81.065	0.32725	0.021586	-10.327	0.15075	749.78	753.9
150.91009	-81.886	0.327	0.021574	-10.431	0.14977	749.98	754.4
151.01009	-83.05	0.3276	0.021613	-10.595	0.14989	750.04	754.9
151.11009	-83.429	0.32691	0.021565	-10.639	0.15013	750.05	755.4
151.21009	-84.56	0.32756	0.02161	-10.801	0.15225	750.22	755.9
151.31009	-85.452	0.32713	0.021584	-10.919	0.1527	750.28	756.4
151.41009	-86.038	0.32779	0.021624	-10.992	0.15152	750.42	756.9
151.51009	-87.039	0.32743	0.021601	-11.117	0.1523	750.41	757.4
151.61009	-87.818	0.32822	0.02165	-11.227	0.15147	750.34	757.9
151.71009	-89.279	0.32768	0.021613	-11.407	0.15194	750.31	758.4
151.81009	-90.447	0.32849	0.021665	-11.553	0.15095	750.32	758.9
151.91009	-91.851	0.32809	0.021644	-11.722	0.15059	750.23	759.4
152.01009	-92.977	0.3289	0.021692	-11.87	0.1523	750.14	759.9
152.11009	-91.725	0.32921	0.021715	-11.7	0.15171	750.06	760.4
152.21009	-91.192	0.3308	0.021817	-11.645	0.14867	750.04	760.9
152.31009	-90.713	0.33115	0.02184	-11.587	0.15265	750.02	761.4
152.41009	-90.667	0.33296	0.021955	-11.575	0.15247	750	761.9
152.51009	-90.319	0.33303	0.021959	-11.528	0.15326	749.94	762.4
152.61009	-90.38	0.33515	0.022099	-11.54	0.15434	749.96	762.9
152.71009	-90.342	0.33559	0.022124	-11.533	0.15362	749.96	763.4
152.81009	-90.25	0.33727	0.022237	-11.519	0.1547	749.77	763.9
152.91009	-89.965	0.33851	0.022312	-11.492	0.1535	749.74	764.4
153.01009	-89.972	0.34017	0.022427	-11.494	0.15336	749.89	764.9
153.11009	-90.008	0.34094	0.022475	-11.502	0.15367	750.06	765.4
153.21009	-89.833	0.34296	0.02261	-11.475	0.15433	750.18	765.9
153.31009	-89.887	0.34386	0.022665	-11.491	0.15166	750.28	766.4
153.41009	-89.957	0.34601	0.022806	-11.492	0.1524	750.43	766.9
153.51009	-89.741	0.34719	0.022881	-11.468	0.15281	750.66	767.4
153.61009	-89.611	0.34929	0.023021	-11.466	0.15451	750.81	767.9
153.71009	-89.644	0.3508	0.023116	-11.461	0.15431	751.08	768.4
153.81009	-89.614	0.35259	0.023235	-11.445	0.15254	751.47	768.9
153.91009	-89.562	0.35463	0.023371	-11.437	0.15091	751.69	769.4
154.01009	-89.475	0.3557	0.023436	-11.43	0.15238	752.13	769.9
154.11009	-89.77	0.35801	0.023587	-11.452	0.15268	752.7	770.4
154.21008	-89.866	0.35919	0.023664	-11.467	0.1542	753.17	770.9
154.31008	-89.824	0.36073	0.023767	-11.473	0.15211	753.83	771.4
154.41008	-89.827	0.36311	0.023922	-11.487	0.15347	754.55	771.9
154.51008	-89.891	0.36425	0.023995	-11.503	0.15326	755.34	772.4
154.61008	-89.489	0.36582	0.024098	-11.464	0.15227	756.26	772.9
154.71008	-89.489	0.36801	0.024242	-11.471	0.15356	757.24	773.4
154.81008	-89.434	0.36953	0.024337	-11.455	0.15292	758.4	773.9
154.91008	-89.328	0.37111	0.024437	-11.433	0.15302	759.78	774.4
155.01008	-89.002	0.37188	0.024492	-11.4	0.15237	761.41	774.9
155.11008	-89.119	0.3727	0.024548	-11.423	0.15314	763.15	775.4
155.21008	-88.964	0.37393	0.024628	-11.394	0.15255	765.25	775.9
155.31008	-88.733	0.37484	0.024684	-11.371	0.15115	767.61	776.4
155.41008	-88.8	0.37598	0.024758	-11.381	0.15296	770.29	776.9
155.51008	-88.801	0.37741	0.02485	-11.378	0.15199	773.13	777.4
155.61008	-88.558	0.3776	0.024863	-11.345	0.15074	776.32	777.9
155.71008	-88.331	0.37827	0.024909	-11.319	0.15106	779.62	778.4
155.81008	-87.858	0.37845	0.02492	-11.267	0.1501	783.07	778.9
155.91008	-87.211	0.37886	0.024946	-11.187	0.15081	786.7	779.4
156.01008	-85.797	0.37889	0.024946	-10.997	0.15327	790.2	779.9
156.11008	-83.9	0.37912	0.024962	-10.737	0.15273	793.74	780.4
156.21008	-81.22	0.37932	0.024976	-10.383	0.15321	797.35	780.9
156.31008	-77.648	0.37926	0.024975	-9.9197	0.15129	800.76	781.4
156.41008	-73.925	0.37924	0.024972	-9.463	0.14963	803.94	781.9
156.51008	-70.146	0.37879	0.024942	-8.9809	0.15122	807.03	782.4
156.61008	-66.434	0.37783	0.024874	-8.4988	0.1494	809.91	782.9
156.71008	-62.777	0.37672	0.024802	-8.0404	0.15223	812.42	783.4
156.81008	-59.37	0.3745	0.024658	-7.6034	0.155	814.75	783.9
156.91008	-57.578	0.37076	0.024414	-7.3787	0.1507	816.84	784.4
157.01008	-56.035	0.36505	0.024045	-7.166	0.14951	818.7	784.9
157.11008	-55.091	0.3618	0.023835	-7.0583	0.15135	820.45	785.4
157.21008	-54.485	0.35926	0.02367	-6.9651	0.15176	822.26	785.9
157.31008	-54.176	0.35685	0.023514	-6.9282	0.15232	823.74	786.4
157.41008	-53.35	0.35488	0.023383	-6.8243	0.15222	825.03	786.9
157.51008	-53.077	0.35282	0.023251	-6.7902	0.1533	826.45	787.4
157.61008	-52.545	0.35107	0.023131	-6.7093	0.15227	827.47	787.9
157.71008	-52.485	0.34932	0.023021	-6.7088	0.14978	828.79	788.4
157.81008	-52.021	0.34763	0.022911	-6.651	0.15111	829.61	788.9
157.91008	-51.822	0.34618	0.022814	-6.6268	0.1522	830.57	789.4
158.01008	-51.602	0.34472	0.022719	-6.5953	0.15097	831.31	789.9
158.11008	-51.203	0.34364	0.022646	-6.5433	0.14992	831.88	790.4
158.21008	-51.098	0.34215	0.022553	-6.522	0.14831	832.18	790.9
158.31008	-50.957	0.34096	0.02247	-6.5086	0.15035	832.56	791.4
158.41008	-50.501	0.33964	0.022394	-6.4511	0.15058	833.16	791.9
158.51008	-50.357	0.33857	0.022319	-6.4366	0.15051	833.4	792.4
158.61008	-50.391	0.33726	0.022236	-6.4446	0.15153	833.63	792.9
158.71008	-50.495	0.33607	0.022156	-6.4616	0.14875	833.65	793.4
158.81008	-50.197	0.33486	0.022076	-6.4148	0.15041	833.63	793.9
158.91008	-50.206	0.33365	0.022	-6.4209	0.14901	833.6	794.4
159.01008	-50.228	0.33266	0.021937	-6.4165	0.14924	833.57	794.9
159.11008	-49.976	0.3314	0.02185	-6.38	0.15046	833.48	795.4
159.21008	-50.008	0.3304	0.02179	-6.3832	0.14962	833.18	795.9
159.31008	-50.106	0.32922	0.021714	-6.3901	0.15009	833.01	796.4
159.41008	-49.92	0.32827	0.021648	-6.3751	0.15128	832.58	796.9
159.51008	-49.674	0.32728	0.021582	-6.3394	0.14854	832.33	797.4
159.61008	-49.97	0.32616	0.021507	-6.3687	0.15049	831.84	797.9
159.71008	-49.847	0.32523	0.02145	-6.3633	0.14975	831.53	798.4
159.81008	-49.521	0.32431	0.021391	-6.3142	0.1498	831.1	798.9
159.91008	-49.582	0.32335	0.021332	-6.3302	0.1482	830.74	799.4
160.01008	-49.65	0.32226	0.021257	-6.3312	0.1502	830.18	799.9
160.11008	-49.897	0.3216	0.02121	-6.3658	0.15177	829.6	800.4
160.21008	-49.579	0.32064	0.021153	-6.3258	0.14983	829.12	800.9
160.31008	-49.567	0.31984	0.021102	-6.3137	0.14962	828.39	801.4
160.41008	-49.691	0.31874	0.021027	-6.3403	0.15059	827.97	801.9
160.51008	-49.366	0.31806	0.02098	-6.2955	0.14843	827.18	802.4
160.61008	-49.427	0.31715	0.020921	-6.3083	0.14911	826.38	802.9
160.71008	-49.327	0.31618	0.020857	-6.2851	0.14899	825.8	803.4
160.81008	-49.412	0.31549	0.020811	-6.3077	0.15098	825.22	803.9
160.91008	-49.28	0.31453	0.020751	-6.2772	0.14944	824.6	804.4
161.01008	-49.418	0.31365	0.020697	-6.307	0.15136	823.93	804.9
161.11008	-49.616	0.31282	0.020639	-6.3145	0.15016	823.14	805.4
161.21008	-49.565	0.31192	0.020583	-6.3078	0.1474	822.45	805.9
161.31008	-49.319	0.31122	0.020533	-6.2969	0.14762	821.7	806.4
161.41008	-49.309	0.31069	0.020503	-6.274	0.14849	820.91	806.9
161.51008	-49.56	0.30993	0.020451	-6.3179	0.14901	820.24	807.4
161.61008	-49.353	0.30908	0.0204	-6.2876	0.14929	819.37	807.9
161.71008	-49.351	0.30829	0.020344	-6.3051	0.15035	818.75	808.4
161.81008	-49.234	0.3074	0.020285	-6.2659	0.14881	817.73	808.9
161.91008	-49.412	0.30668	0.020236	-6.2956	0.14957	817.16	809.4
162.01008	-49.303	0.30584	0.020184	-6.2907	0.14865	816.21	809.9
162.11008	-49.176	0.3052	0.020141	-6.2754	0.14721	815.52	810.4
162.21008	-49.187	0.30431	0.020085	-6.2688	0.15077	814.72	810.9
162.31008	-49.059	0.30352	0.020033	-6.2513	0.15047	814.06	811.4
162.41008	-49.347	0.3027	0.019981	-6.2881	0.15132	813.15	811.9
162.51008	-49.336	0.30198	0.019929	-6.2775	0.1502	812.53	812.4
162.61008	-49.29	0.30088	0.019857	-6.2871	0.15029	811.65	812.9
162.71008	-49.41	0.3014	0.019894	-6.3021	0.15202	810.91	813.4
162.81008	-49.883	0.30231	0.019949	-6.354	0.15153	810.12	813.9
162.91008	-50.289	0.30283	0.019989	-6.4055	0.15221	809.59	814.4
163.01008	-50.908	0.30339	0.020027	-6.4843	0.15039	808.97	814.9
163.11008	-52.423	0.30353	0.020033	-6.693	0.15224	808.34	815.4
163.21008	-54.779	0.30355	0.020037	-6.9918	0.15234	808.08	815.9
163.31008	-57.523	0.30386	0.020051	-7.3259	0.15188	807.64	816.4
163.41008	-60.183	0.30386	0.020054	-7.67	0.15176	807.48	816.9
163.51008	-63.207	0.30438	0.020087	-8.0446	0.15268	807.03	817.4
163.61008	-66.051	0.30472	0.02011	-8.4243	0.15328	807.02	817.9
163.71008	-68.462	0.30471	0.02011	-8.7216	0.15147	806.67	818.4
163.81008	-70.966	0.30539	0.020152	-9.0347	0.15253	806.78	818.9
163.91008	-73.357	0.30574	0.020177	-9.3459	0.15295	806.68	819.4
164.01008	-75.505	0.30642	0.020224	-9.6121	0.15221	806.81	819.9
